,Marque,Carburant,puiss_max,CO2,masse_ordma_min,Carrosserie,boite,gamme2,Cat_CO2
1838,FIAT,ES/GN,62.5,107.0,1155,BERLINE,M,INFERIEURE,B
1846,FIAT,ES/GN,59.0,86.0,1155,BERLINE,M,INFERIEURE,A
1902,FIAT,ES,62.5,105.0,1050,BERLINE,M,INFERIEURE,B
1904,FIAT,ES,62.5,97.0,1050,BERLINE,M,INFERIEURE,A
1906,FIAT,ES,62.5,114.0,1125,BERLINE,M,INFERIEURE,B
1908,FIAT,GO,55.0,104.0,1110,BERLINE,M,INFERIEURE,B
1910,FIAT,GO,55.0,109.0,1110,BERLINE,M,INFERIEURE,B
1912,FIAT,GO,55.0,125.0,1190,BERLINE,M,INFERIEURE,C
1914,FIAT,ES,57.0,124.0,1100,BERLINE,M,INFERIEURE,C
1915,FIAT,ES/GP,57.0,133.0,1100,BERLINE,M,INFERIEURE,C
1919,FIAT,ES/GP,57.0,114.0,1100,BERLINE,M,INFERIEURE,B
1923,FIAT,ES/GN,57.0,149.0,1245,BERLINE,M,INFERIEURE,D
1927,FIAT,ES/GN,51.0,115.0,1245,BERLINE,M,INFERIEURE,B
1931,FIAT,ES,57.0,132.0,1100,BERLINE,M,INFERIEURE,C
1932,FIAT,GO,55.0,112.0,1165,BERLINE,M,INFERIEURE,B
1934,FIAT,GO,70.0,110.0,1205,BERLINE,M,INFERIEURE,B
1935,FIAT,ES,77.0,133.0,1135,BERLINE,M,INFERIEURE,C
1936,FIAT,GO,62.0,90.0,1205,BERLINE,M,INFERIEURE,A
1937,FIAT,ES,51.0,126.0,1090,BERLINE,M,INFERIEURE,C
1939,FIAT,ES,62.5,98.0,1150,BERLINE,M,INFERIEURE,A
1940,FIAT,ES,57.0,124.0,1115,BERLINE,M,INFERIEURE,C
1941,FIAT,ES/GP,57.0,133.0,1115,BERLINE,M,INFERIEURE,C
1945,FIAT,ES/GP,57.0,114.0,1115,BERLINE,M,INFERIEURE,B
1949,FIAT,ES/GN,57.0,149.0,1260,BERLINE,M,INFERIEURE,D
1953,FIAT,ES/GN,51.0,115.0,1260,BERLINE,M,INFERIEURE,B
1957,FIAT,ES,57.0,132.0,1115,BERLINE,M,INFERIEURE,C
1958,FIAT,GO,55.0,112.0,1180,BERLINE,M,INFERIEURE,B
1960,FIAT,GO,70.0,110.0,1220,BERLINE,M,INFERIEURE,B
1961,FIAT,ES,77.0,133.0,1150,BERLINE,M,INFERIEURE,C
1962,FIAT,GO,62.0,90.0,1220,BERLINE,M,INFERIEURE,A
1963,FIAT,ES,51.0,126.0,1105,BERLINE,M,INFERIEURE,C
1965,FIAT,ES,62.5,98.0,1165,BERLINE,M,INFERIEURE,A
1966,FIAT,GO,120.0,183.0,1984,MINIBUS,M,MOY-INFERIEURE,E
1968,FIAT,GO,120.0,183.0,2017,MINIBUS,M,MOY-INFERIEURE,E
1970,FIAT,GO,120.0,183.0,2032,MINIBUS,M,MOY-INFERIEURE,E
1972,FIAT,GO,94.0,183.0,1976,MINIBUS,M,MOY-INFERIEURE,E
1974,FIAT,GO,94.0,183.0,1986,MINIBUS,M,MOY-INFERIEURE,E
1976,FIAT,GO,94.0,183.0,2001,MINIBUS,M,MOY-INFERIEURE,E
1978,FIAT,ES,88.0,165.0,1230,TS TERRAINS/CHEMINS,A,INFERIEURE,E
1979,FIAT,ES,88.0,155.0,1230,TS TERRAINS/CHEMINS,A,INFERIEURE,D
1980,FIAT,ES,88.0,143.0,1215,TS TERRAINS/CHEMINS,M,INFERIEURE,D
1981,FIAT,ES,88.0,141.0,1215,TS TERRAINS/CHEMINS,M,INFERIEURE,D
1986,FIAT,GO,99.2,128.0,1360,TS TERRAINS/CHEMINS,M,INFERIEURE,C
1988,FIAT,GO,99.2,129.0,1360,TS TERRAINS/CHEMINS,M,INFERIEURE,C
1989,FIAT,ES,88.0,149.0,1275,TS TERRAINS/CHEMINS,M,INFERIEURE,D
1991,FIAT,GO,99.2,141.0,1425,TS TERRAINS/CHEMINS,M,INFERIEURE,D
1992,FIAT,GO,99.2,139.0,1425,TS TERRAINS/CHEMINS,M,INFERIEURE,C
1994,FORD,ES,77.0,149.0,1308,MINISPACE,A,INFERIEURE,D
1995,FORD,ES,92.0,114.0,1279,MINISPACE,M,INFERIEURE,B
1996,FORD,ES,66.0,139.0,1275,MINISPACE,M,INFERIEURE,C
1997,FORD,GO,70.0,104.0,1310,MINISPACE,M,INFERIEURE,B
1998,FORD,GO,55.0,109.0,1307,MINISPACE,M,INFERIEURE,B
1999,FORD,ES,110.0,144.0,1385,MONOSPACE,M,MOY-INFERIEURE,D
2000,FORD,ES,134.0,144.0,1385,MONOSPACE,M,MOY-INFERIEURE,D
2001,FORD,ES,92.0,117.0,1391,MONOSPACE,M,MOY-INFERIEURE,B
2002,FORD,ES,74.0,117.0,1391,MONOSPACE,M,MOY-INFERIEURE,B
2003,FORD,GO,85.0,117.0,1390,MONOSPACE,M,MOY-INFERIEURE,B
2004,FORD,GO,85.0,112.0,1390,MONOSPACE,M,MOY-INFERIEURE,B
2005,FORD,GO,70.0,117.0,1390,MONOSPACE,M,MOY-INFERIEURE,B
2006,FORD,GO,70.0,112.0,1390,MONOSPACE,M,MOY-INFERIEURE,B
2007,FORD,GO,120.0,129.0,1488,MONOSPACE,M,MOY-INFERIEURE,C
2008,FORD,GO,120.0,144.0,1550,MONOSPACE,A,MOY-INFERIEURE,D
2009,FORD,GO,85.0,144.0,1550,MONOSPACE,A,MOY-INFERIEURE,D
2010,FORD,GO,103.0,129.0,1488,MONOSPACE,M,MOY-INFERIEURE,C
2011,FORD,GO,103.0,144.0,1550,MONOSPACE,A,MOY-INFERIEURE,D
2012,FORD,ES,77.0,138.0,1089,BERLINE,A,INFERIEURE,C
2013,FORD,ES,77.0,138.0,1098,BERLINE,A,INFERIEURE,C
2014,FORD,ES,134.0,138.0,1163,BERLINE,M,INFERIEURE,C
2015,FORD,ES,92.0,99.0,1091,BERLINE,M,INFERIEURE,A
2017,FORD,ES,92.0,99.0,1101,BERLINE,M,INFERIEURE,A
2018,FORD,ES,59.0,99.0,1045,BERLINE,M,INFERIEURE,A
2019,FORD,ES,59.0,99.0,1055,BERLINE,M,INFERIEURE,A
2020,FORD,ES,74.0,99.0,1091,BERLINE,M,INFERIEURE,A
2021,FORD,ES,74.0,99.0,1101,BERLINE,M,INFERIEURE,A
2022,FORD,ES,60.0,120.0,1045,BERLINE,M,INFERIEURE,B
2023,FORD,ES,60.0,120.0,1055,BERLINE,M,INFERIEURE,B
2024,FORD,ES,44.0,120.0,1045,BERLINE,M,INFERIEURE,B
2025,FORD,ES,44.0,120.0,1055,BERLINE,M,INFERIEURE,B
2026,FORD,GO,70.0,87.0,1108,BERLINE,M,INFERIEURE,A
2027,FORD,GO,70.0,87.0,1117,BERLINE,M,INFERIEURE,A
2028,FORD,GO,70.0,95.0,1108,BERLINE,M,INFERIEURE,A
2030,FORD,GO,70.0,95.0,1117,BERLINE,M,INFERIEURE,A
2031,FORD,GO,55.0,98.0,1108,BERLINE,M,INFERIEURE,A
2032,FORD,GO,55.0,98.0,1118,BERLINE,M,INFERIEURE,A
2033,FORD,ES,110.0,137.0,1333,BERLINE,M,MOY-INFERIEURE,C
2034,FORD,ES,110.0,137.0,1358,BREAK,M,MOY-INFERIEURE,C
2035,FORD,ES,110.0,137.0,1340,BERLINE,M,MOY-INFERIEURE,C
2036,FORD,ES,134.0,137.0,1333,BERLINE,M,MOY-INFERIEURE,C
2037,FORD,ES,134.0,137.0,1358,BREAK,M,MOY-INFERIEURE,C
2038,FORD,ES,134.0,137.0,1340,BERLINE,M,MOY-INFERIEURE,C
2039,FORD,ES,92.0,114.0,1279,BERLINE,M,MOY-INFERIEURE,B
2040,FORD,ES,92.0,117.0,1316,BREAK,M,MOY-INFERIEURE,B
2041,FORD,ES,92.0,117.0,1306,BERLINE,M,MOY-INFERIEURE,B
2042,FORD,ES,74.0,109.0,1276,BERLINE,M,MOY-INFERIEURE,B
2043,FORD,ES,74.0,112.0,1313,BREAK,M,MOY-INFERIEURE,B
2044,FORD,ES,74.0,112.0,1302,BERLINE,M,MOY-INFERIEURE,B
2045,FORD,GO,77.0,99.0,1350,BERLINE,M,MOY-INFERIEURE,A
2046,FORD,GO,77.0,99.0,1374,BREAK,M,MOY-INFERIEURE,A
2047,FORD,GO,77.0,99.0,1357,BERLINE,M,MOY-INFERIEURE,A
2048,FORD,GO,77.0,88.0,1350,BERLINE,M,MOY-INFERIEURE,A
2049,FORD,GO,77.0,88.0,1374,BREAK,M,MOY-INFERIEURE,A
2050,FORD,GO,77.0,88.0,1357,BERLINE,M,MOY-INFERIEURE,A
2051,FORD,ES,92.0,146.0,1316,BERLINE,A,MOY-INFERIEURE,D
2052,FORD,ES,92.0,146.0,1340,BREAK,A,MOY-INFERIEURE,D
2053,FORD,ES,92.0,146.0,1324,BERLINE,A,MOY-INFERIEURE,D
2054,FORD,ES,184.0,169.0,1437,BERLINE,M,MOY-INFERIEURE,E
2055,FORD,ES,184.0,169.0,1461,BREAK,M,MOY-INFERIEURE,E
2056,FORD,GO,85.0,109.0,1344,BERLINE,M,MOY-INFERIEURE,B
2057,FORD,GO,85.0,109.0,1367,BREAK,M,MOY-INFERIEURE,B
2058,FORD,GO,85.0,109.0,1350,BERLINE,M,MOY-INFERIEURE,B
2059,FORD,GO,70.0,109.0,1338,BERLINE,M,MOY-INFERIEURE,B
2060,FORD,GO,70.0,109.0,1362,BREAK,M,MOY-INFERIEURE,B
2061,FORD,GO,70.0,109.0,1345,BERLINE,M,MOY-INFERIEURE,B
2062,FORD,GO,120.0,124.0,1421,BERLINE,M,MOY-INFERIEURE,C
2063,FORD,GO,120.0,134.0,1461,BERLINE,A,MOY-INFERIEURE,C
2064,FORD,GO,120.0,124.0,1446,BREAK,M,MOY-INFERIEURE,C
2065,FORD,GO,120.0,134.0,1485,BREAK,A,MOY-INFERIEURE,C
2066,FORD,GO,120.0,124.0,1429,BERLINE,M,MOY-INFERIEURE,C
2067,FORD,GO,120.0,134.0,1468,BERLINE,A,MOY-INFERIEURE,C
2068,FORD,GO,85.0,134.0,1461,BERLINE,A,MOY-INFERIEURE,C
2069,FORD,GO,85.0,134.0,1485,BREAK,A,MOY-INFERIEURE,C
2070,FORD,GO,85.0,134.0,1468,BERLINE,A,MOY-INFERIEURE,C
2071,FORD,GO,103.0,124.0,1421,BERLINE,M,MOY-INFERIEURE,C
2072,FORD,GO,103.0,134.0,1461,BERLINE,A,MOY-INFERIEURE,C
2073,FORD,GO,103.0,124.0,1446,BREAK,M,MOY-INFERIEURE,C
2074,FORD,GO,103.0,134.0,1485,BREAK,A,MOY-INFERIEURE,C
2075,FORD,GO,103.0,124.0,1429,BERLINE,M,MOY-INFERIEURE,C
2076,FORD,GO,103.0,134.0,1468,BERLINE,A,MOY-INFERIEURE,C
2077,FORD,ES,63.0,136.0,1270,BERLINE,M,MOY-INFERIEURE,C
2078,FORD,ES,63.0,139.0,1307,BREAK,M,MOY-INFERIEURE,C
2079,FORD,ES,63.0,139.0,1290,BERLINE,M,MOY-INFERIEURE,C
2080,FORD,ES,118.0,167.0,1734,MONOSPACE,M,SUPERIEURE,E
2081,FORD,GO,147.0,189.0,1841,MONOSPACE,A,SUPERIEURE,E
2082,FORD,GO,147.0,179.0,1840,MONOSPACE,M,SUPERIEURE,E
2083,FORD,GO,85.0,139.0,1734,MONOSPACE,M,SUPERIEURE,C
2084,FORD,ES,146.0,189.0,1727,MONOSPACE,A,SUPERIEURE,E
2085,FORD,GO,120.0,139.0,1733,MONOSPACE,M,SUPERIEURE,C
2086,FORD,GO,120.0,159.0,1731,MONOSPACE,A,SUPERIEURE,D
2087,FORD,GO,103.0,139.0,1733,MONOSPACE,M,SUPERIEURE,C
2088,FORD,GO,103.0,159.0,1731,MONOSPACE,A,SUPERIEURE,D
2089,FORD,ES,110.0,149.0,1496,MONOSPACE,M,MOY-INFERIEURE,D
2091,FORD,ES,134.0,149.0,1496,MONOSPACE,M,MOY-INFERIEURE,D
2093,FORD,ES,92.0,119.0,1493,MONOSPACE,M,MOY-INFERIEURE,B
2095,FORD,ES,74.0,119.0,1493,MONOSPACE,M,MOY-INFERIEURE,B
2097,FORD,GO,85.0,124.0,1504,MONOSPACE,M,MOY-INFERIEURE,C
2099,FORD,GO,85.0,120.0,1504,MONOSPACE,M,MOY-INFERIEURE,B
2101,FORD,GO,70.0,124.0,1504,MONOSPACE,M,MOY-INFERIEURE,C
2103,FORD,GO,70.0,120.0,1504,MONOSPACE,M,MOY-INFERIEURE,B
2105,FORD,GO,120.0,134.0,1575,MONOSPACE,M,MOY-INFERIEURE,C
2106,FORD,GO,120.0,149.0,1634,MONOSPACE,A,MOY-INFERIEURE,D
2109,FORD,GO,85.0,149.0,1634,MONOSPACE,A,MOY-INFERIEURE,D
2111,FORD,GO,103.0,134.0,1575,MONOSPACE,M,MOY-INFERIEURE,C
2112,FORD,GO,103.0,149.0,1634,MONOSPACE,A,MOY-INFERIEURE,D
2115,FORD,ES,51.0,115.0,940,BERLINE,M,INFERIEURE,B
2116,FORD,GO,55.0,109.0,1055,BERLINE,M,INFERIEURE,B
2117,FORD,ES,110.0,154.0,1580,TS TERRAINS/CHEMINS,M,MOY-INFERIEURE,D
2118,FORD,ES,134.0,179.0,1682,TS TERRAINS/CHEMINS,A,MOY-INFERIEURE,E
2119,FORD,GO,120.0,154.0,1692,TS TERRAINS/CHEMINS,M,MOY-INFERIEURE,D
2120,FORD,GO,120.0,162.0,1707,TS TERRAINS/CHEMINS,A,MOY-INFERIEURE,E
2121,FORD,GO,103.0,139.0,1605,TS TERRAINS/CHEMINS,M,MOY-INFERIEURE,C
2122,FORD,GO,103.0,154.0,1692,TS TERRAINS/CHEMINS,M,MOY-INFERIEURE,D
2123,FORD,GO,103.0,162.0,1707,TS TERRAINS/CHEMINS,A,MOY-INFERIEURE,E
2124,FORD,ES,118.0,149.0,1498,BERLINE,M,MOY-SUPERIEURE,D
2126,FORD,ES,118.0,149.0,1501,BREAK,M,MOY-SUPERIEURE,D
2127,FORD,GO,147.0,173.0,1605,BERLINE,A,MOY-SUPERIEURE,E
2129,FORD,GO,147.0,173.0,1615,BREAK,A,MOY-SUPERIEURE,E
2130,FORD,GO,85.0,112.0,1496,BERLINE,M,MOY-SUPERIEURE,B
2132,FORD,GO,85.0,112.0,1505,BREAK,M,MOY-SUPERIEURE,B
2133,FORD,GO,85.0,125.0,1496,BERLINE,M,MOY-SUPERIEURE,C
2135,FORD,GO,85.0,125.0,1505,BREAK,M,MOY-SUPERIEURE,C
2136,FORD,ES,176.0,179.0,1569,BERLINE,A,MOY-SUPERIEURE,E
2138,FORD,ES,176.0,179.0,1588,BREAK,A,MOY-SUPERIEURE,E
2139,FORD,GO,120.0,149.0,1573,BERLINE,A,MOY-SUPERIEURE,D
2141,FORD,GO,120.0,149.0,1592,BREAK,A,MOY-SUPERIEURE,D
2142,FORD,GO,120.0,119.0,1504,BERLINE,M,MOY-SUPERIEURE,B
2144,FORD,GO,120.0,120.0,1575,BREAK,M,MOY-SUPERIEURE,B
2145,FORD,GO,103.0,149.0,1573,BERLINE,A,MOY-SUPERIEURE,D
2147,FORD,GO,103.0,149.0,1592,BREAK,A,MOY-SUPERIEURE,D
2148,FORD,GO,103.0,119.0,1504,BERLINE,M,MOY-SUPERIEURE,B
2150,FORD,GO,103.0,120.0,1575,BREAK,M,MOY-SUPERIEURE,B
2151,FORD,ES,118.0,159.0,1602,MONOSPACE,M,SUPERIEURE,D
2152,FORD,GO,147.0,189.0,1733,MONOSPACE,A,SUPERIEURE,E
2153,FORD,GO,147.0,174.0,1734,MONOSPACE,M,SUPERIEURE,E
2154,FORD,GO,85.0,139.0,1703,MONOSPACE,M,SUPERIEURE,C
2155,FORD,ES,146.0,189.0,1676,MONOSPACE,A,SUPERIEURE,E
2156,FORD,ES,176.0,194.0,1676,MONOSPACE,A,SUPERIEURE,E
2157,FORD,GO,120.0,139.0,1690,MONOSPACE,M,SUPERIEURE,C
2158,FORD,GO,120.0,159.0,1689,MONOSPACE,A,SUPERIEURE,D
2159,FORD,GO,103.0,139.0,1690,MONOSPACE,M,SUPERIEURE,C
2160,FORD,GO,103.0,159.0,1689,MONOSPACE,A,SUPERIEURE,D
2161,FORD,GO,114.0,172.0,2136,COMBISPACE,M,INFERIEURE,E
2162,FORD,GO,114.0,172.0,2160,COMBISPACE,M,INFERIEURE,E
2163,FORD,GO,92.0,172.0,2136,COMBISPACE,M,INFERIEURE,E
2164,FORD,GO,92.0,172.0,2160,COMBISPACE,M,INFERIEURE,E
2165,FORD,GO,114.0,168.0,1975,MINIBUS,M,MOY-INFERIEURE,E
2167,FORD,GO,114.0,168.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2168,FORD,GO,114.0,181.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2169,FORD,GO,92.0,168.0,1975,MINIBUS,M,MOY-INFERIEURE,E
2171,FORD,GO,92.0,168.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2172,FORD,GO,92.0,181.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2173,FORD,GO,74.0,168.0,1975,MINIBUS,M,MOY-INFERIEURE,E
2175,FORD,GO,74.0,168.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2176,FORD,GO,92.0,184.0,2015,MINIBUS,M,MOY-INFERIEURE,E
2177,FORD,GO,92.0,189.0,2015,MINIBUS,M,MOY-INFERIEURE,E
2179,FORD,GO,92.0,194.0,2015,MINIBUS,M,MOY-INFERIEURE,E
2180,FORD,GO,103.0,184.0,2015,MINIBUS,M,MOY-INFERIEURE,E
2181,FORD,GO,103.0,189.0,2015,MINIBUS,M,MOY-INFERIEURE,E
2183,FORD,GO,103.0,194.0,2015,MINIBUS,M,MOY-INFERIEURE,E
2184,FORD,GO,92.0,184.0,2067,MINIBUS,M,MOY-INFERIEURE,E
2185,FORD,GO,92.0,189.0,2067,MINIBUS,M,MOY-INFERIEURE,E
2188,FORD,GO,92.0,194.0,2108,MINIBUS,M,MOY-INFERIEURE,E
2189,FORD,GO,92.0,197.0,2108,MINIBUS,M,MOY-INFERIEURE,E
2190,FORD,GO,92.0,189.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2191,FORD,GO,92.0,192.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2194,FORD,GO,92.0,194.0,2134,MINIBUS,M,MOY-INFERIEURE,E
2195,FORD,GO,92.0,197.0,2134,MINIBUS,M,MOY-INFERIEURE,E
2197,FORD,GO,92.0,194.0,2067,MINIBUS,M,MOY-INFERIEURE,E
2200,FORD,GO,92.0,199.0,2108,MINIBUS,M,MOY-INFERIEURE,E
2201,FORD,GO,92.0,203.0,2108,MINIBUS,M,MOY-INFERIEURE,F
2202,FORD,GO,92.0,194.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2203,FORD,GO,92.0,197.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2206,FORD,GO,92.0,199.0,2134,MINIBUS,M,MOY-INFERIEURE,E
2207,FORD,GO,92.0,203.0,2134,MINIBUS,M,MOY-INFERIEURE,F
2208,FORD,GO,74.0,184.0,2067,MINIBUS,M,MOY-INFERIEURE,E
2209,FORD,GO,74.0,189.0,2067,MINIBUS,M,MOY-INFERIEURE,E
2212,FORD,GO,74.0,189.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2213,FORD,GO,74.0,192.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2217,FORD,GO,74.0,194.0,2067,MINIBUS,M,MOY-INFERIEURE,E
2220,FORD,GO,74.0,194.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2221,FORD,GO,74.0,197.0,2093,MINIBUS,M,MOY-INFERIEURE,E
2224,FORD,GO,103.0,194.0,2108,MINIBUS,M,MOY-INFERIEURE,E
2225,FORD,GO,103.0,197.0,2108,MINIBUS,M,MOY-INFERIEURE,E
2226,FORD,GO,103.0,194.0,2134,MINIBUS,M,MOY-INFERIEURE,E
2227,FORD,GO,103.0,197.0,2134,MINIBUS,M,MOY-INFERIEURE,E
2228,FORD,GO,103.0,199.0,2108,MINIBUS,M,MOY-INFERIEURE,E
2229,FORD,GO,103.0,203.0,2108,MINIBUS,M,MOY-INFERIEURE,F
2230,FORD,GO,103.0,199.0,2134,MINIBUS,M,MOY-INFERIEURE,E
2231,FORD,GO,103.0,203.0,2134,MINIBUS,M,MOY-INFERIEURE,F
2232,FORD,GO,92.0,184.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2233,FORD,GO,92.0,189.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2234,FORD,GO,92.0,192.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2235,FORD,GO,92.0,189.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2236,FORD,GO,92.0,194.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2237,FORD,GO,92.0,197.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2238,FORD,GO,92.0,184.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2239,FORD,GO,92.0,189.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2240,FORD,GO,92.0,192.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2241,FORD,GO,92.0,194.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2242,FORD,GO,92.0,197.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2244,FORD,GO,92.0,194.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2245,FORD,GO,92.0,197.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2247,FORD,GO,92.0,199.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2248,FORD,GO,92.0,203.0,2057,MINIBUS,M,MOY-INFERIEURE,F
2250,FORD,GO,92.0,194.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2251,FORD,GO,92.0,197.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2252,FORD,GO,92.0,199.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2253,FORD,GO,92.0,203.0,2083,MINIBUS,M,MOY-INFERIEURE,F
2254,FORD,GO,74.0,184.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2255,FORD,GO,74.0,189.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2256,FORD,GO,74.0,192.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2257,FORD,GO,74.0,184.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2258,FORD,GO,74.0,189.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2259,FORD,GO,74.0,192.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2261,FORD,GO,74.0,194.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2262,FORD,GO,74.0,197.0,2016,MINIBUS,M,MOY-INFERIEURE,E
2264,FORD,GO,74.0,194.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2265,FORD,GO,74.0,197.0,2043,MINIBUS,M,MOY-INFERIEURE,E
2266,FORD,GO,103.0,189.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2267,FORD,GO,103.0,194.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2268,FORD,GO,103.0,197.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2269,FORD,GO,103.0,194.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2270,FORD,GO,103.0,197.0,2083,MINIBUS,M,MOY-INFERIEURE,E
2272,FORD,GO,103.0,199.0,2057,MINIBUS,M,MOY-INFERIEURE,E
2273,FORD,GO,103.0,203.0,2057,MINIBUS,M,MOY-INFERIEURE,F
2274,FORD,GO,92.0,194.0,2110,MINIBUS,M,MOY-INFERIEURE,E
2275,FORD,GO,92.0,197.0,2110,MINIBUS,M,MOY-INFERIEURE,E
2276,FORD,GO,92.0,194.0,2138,MINIBUS,M,MOY-INFERIEURE,E
2277,FORD,GO,92.0,197.0,2138,MINIBUS,M,MOY-INFERIEURE,E
2278,FORD,GO,92.0,199.0,2110,MINIBUS,M,MOY-INFERIEURE,E
2279,FORD,GO,92.0,203.0,2110,MINIBUS,M,MOY-INFERIEURE,F
2280,FORD,GO,92.0,199.0,2138,MINIBUS,M,MOY-INFERIEURE,E
2281,FORD,GO,92.0,203.0,2138,MINIBUS,M,MOY-INFERIEURE,F
2282,FORD,GO,103.0,194.0,2110,MINIBUS,M,MOY-INFERIEURE,E
2283,FORD,GO,103.0,197.0,2110,MINIBUS,M,MOY-INFERIEURE,E
2284,FORD,GO,103.0,194.0,2138,MINIBUS,M,MOY-INFERIEURE,E
2285,FORD,GO,103.0,197.0,2138,MINIBUS,M,MOY-INFERIEURE,E
2286,FORD,GO,103.0,199.0,2110,MINIBUS,M,MOY-INFERIEURE,E
2287,FORD,GO,103.0,203.0,2110,MINIBUS,M,MOY-INFERIEURE,F
2288,FORD,GO,103.0,199.0,2138,MINIBUS,M,MOY-INFERIEURE,E
2289,FORD,GO,103.0,203.0,2138,MINIBUS,M,MOY-INFERIEURE,F
2290,HONDA,ES,148.0,195.0,1586,BERLINE,A,MOY-SUPERIEURE,E
2291,HONDA,GO,110.0,138.0,1612,BERLINE,M,MOY-SUPERIEURE,C
2292,HONDA,GO,110.0,162.0,1685,BERLINE,A,MOY-SUPERIEURE,E
2293,HONDA,GO,132.0,147.0,1645,BERLINE,M,MOY-SUPERIEURE,D
2295,HONDA,GO,110.0,141.0,1612,BERLINE,M,MOY-SUPERIEURE,D
2296,HONDA,GO,110.0,159.0,1685,BERLINE,A,MOY-SUPERIEURE,D
2298,HONDA,ES,148.0,199.0,1639,BREAK,A,MOY-SUPERIEURE,E
2299,HONDA,GO,110.0,143.0,1668,BREAK,M,MOY-SUPERIEURE,D
2300,HONDA,GO,110.0,167.0,1743,BREAK,A,MOY-SUPERIEURE,E
2301,HONDA,GO,132.0,149.0,1699,BREAK,M,MOY-SUPERIEURE,D
2302,HONDA,GO,132.0,150.0,1699,BREAK,M,MOY-SUPERIEURE,D
2304,HONDA,GO,110.0,164.0,1743,BREAK,A,MOY-SUPERIEURE,E
2306,HONDA,ES,73.0,128.0,1256,BERLINE,M,MOY-INFERIEURE,C
2307,HONDA,ES,73.0,129.0,1256,BERLINE,M,MOY-INFERIEURE,C
2308,HONDA,ES,73.0,131.0,1256,BERLINE,M,MOY-INFERIEURE,C
2309,HONDA,ES,104.0,136.0,1280,BERLINE,M,MOY-INFERIEURE,C
2310,HONDA,ES,104.0,145.0,1341,BERLINE,M,MOY-INFERIEURE,D
2311,HONDA,ES,104.0,148.0,1313,BERLINE,A,MOY-INFERIEURE,D
2312,HONDA,ES,104.0,150.0,1313,BERLINE,A,MOY-INFERIEURE,D
2313,HONDA,GO,110.0,110.0,1438,BERLINE,M,MOY-INFERIEURE,B
2314,HONDA,GO,110.0,115.0,1438,BERLINE,M,MOY-INFERIEURE,B
2315,HONDA,ES,110.0,193.0,1605,TS TERRAINS/CHEMINS,A,MOY-SUPERIEURE,E
2316,HONDA,ES,114.0,168.0,1527,TS TERRAINS/CHEMINS,M,MOY-SUPERIEURE,E
2317,HONDA,ES,114.0,175.0,1613,TS TERRAINS/CHEMINS,A,MOY-SUPERIEURE,E
2318,HONDA,ES,114.0,179.0,1613,TS TERRAINS/CHEMINS,A,MOY-SUPERIEURE,E
2319,HONDA,GO,110.0,171.0,1722,TS TERRAINS/CHEMINS,M,MOY-SUPERIEURE,E
2320,HONDA,GO,110.0,195.0,1782,TS TERRAINS/CHEMINS,A,MOY-SUPERIEURE,E
2321,HONDA,GO,110.0,149.0,1723,TS TERRAINS/CHEMINS,M,MOY-SUPERIEURE,D
2322,HONDA,GO,110.0,154.0,1723,TS TERRAINS/CHEMINS,M,MOY-SUPERIEURE,D
